Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year,Date,Year_minus_2016,Volume,Volume_Litres,Category_ID,Subcategory_Name,Category_Name
8,Alcoholic Drinks,3,3,Total Volume,Oettinger Brauerei GmbH,million litres,2021,2021-12-31,9,"55,48755267",55487553,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Constellation Brands Inc,million litres,2017,2017-12-31,5,"2,182550355",2182550,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Constellation Brands Inc,million litres,2018,2018-12-31,6,"17,63164269",17631643,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Constellation Brands Inc,million litres,2019,2019-12-31,7,"26,82233042",26822330,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Constellation Brands Inc,million litres,2020,2020-12-31,8,"39,56680448",39566804,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Constellation Brands Inc,million litres,2021,2021-12-31,9,"52,66456889",52664569,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Damm SA,million litres,2016,2016-12-31,4,"47,62284733",47622847,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Damm SA,million litres,2017,2017-12-31,5,"46,39544992",46395450,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Damm SA,million litres,2018,2018-12-31,6,"46,93741649",46937416,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Damm SA,million litres,2019,2019-12-31,7,"48,96556751",48965568,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Damm SA,million litres,2020,2020-12-31,8,"50,90935892",50909359,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Damm SA,million litres,2021,2021-12-31,9,"52,38642049",52386420,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Karlsberg Brauerei GmbH & Co KG,million litres,2016,2016-12-31,4,"42,82467082",42824671,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Karlsberg Brauerei GmbH & Co KG,million litres,2017,2017-12-31,5,"45,55809745",45558097,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Karlsberg Brauerei GmbH & Co KG,million litres,2018,2018-12-31,6,"48,06453716",48064537,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Karlsberg Brauerei GmbH & Co KG,million litres,2019,2019-12-31,7,"47,72837045",47728370,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Karlsberg Brauerei GmbH & Co KG,million litres,2020,2020-12-31,8,"47,46133052",47461331,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Karlsberg Brauerei GmbH & Co KG,million litres,2021,2021-12-31,9,"47,70549076",47705491,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2016,2016-12-31,4,"43,71017506",43710175,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2017,2017-12-31,5,"43,82465152",43824652,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2018,2018-12-31,6,"44,98485352",44984854,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2019,2019-12-31,7,"45,35551786",45355518,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2020,2020-12-31,8,"45,90682639",45906826,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2021,2021-12-31,9,"46,8728765",46872876,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Obolon PAT,million litres,2016,2016-12-31,4,"102,5695631",102569563,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Obolon PAT,million litres,2017,2017-12-31,5,"87,42667638",87426676,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Obolon PAT,million litres,2018,2018-12-31,6,"75,20558774",75205588,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Obolon PAT,million litres,2019,2019-12-31,7,"54,35237885",54352379,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Obolon PAT,million litres,2020,2020-12-31,8,"50,33585118",50335851,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Obolon PAT,million litres,2021,2021-12-31,9,"44,3309982",44330998,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei C & A Veltins GmbH & Co KG,million litres,2016,2016-12-31,4,"56,76489966",56764900,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei C & A Veltins GmbH & Co KG,million litres,2017,2017-12-31,5,"50,09567165",50095672,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei C & A Veltins GmbH & Co KG,million litres,2018,2018-12-31,6,"46,49505114",46495051,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei C & A Veltins GmbH & Co KG,million litres,2019,2019-12-31,7,"43,44490046",43444900,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei C & A Veltins GmbH & Co KG,million litres,2020,2020-12-31,8,"42,8039865",42803986,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei C & A Veltins GmbH & Co KG,million litres,2021,2021-12-31,9,"42,50848501",42508485,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Anadolu Group,million litres,2016,2016-12-31,4,"23,78531112",23785311,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Anadolu Group,million litres,2017,2017-12-31,5,"25,58074239",25580742,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Anadolu Group,million litres,2018,2018-12-31,6,"28,38034381",28380344,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Anadolu Group,million litres,2019,2019-12-31,7,"28,49999969",28500000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Anadolu Group,million litres,2020,2020-12-31,8,"29,39999986",29400000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Anadolu Group,million litres,2021,2021-12-31,9,"41,70999839",41709998,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Taiwan Tobacco & Liquor Corp,million litres,2016,2016-12-31,4,"20,2640645",20264064,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Taiwan Tobacco & Liquor Corp,million litres,2017,2017-12-31,5,"26,01863917",26018639,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Taiwan Tobacco & Liquor Corp,million litres,2018,2018-12-31,6,"26,8926118",26892612,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Taiwan Tobacco & Liquor Corp,million litres,2019,2019-12-31,7,"26,15560018",26155600,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Taiwan Tobacco & Liquor Corp,million litres,2020,2020-12-31,8,"25,00002124",25000021,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Taiwan Tobacco & Liquor Corp,million litres,2021,2021-12-31,9,"24,33428729",24334287,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2016,2016-12-31,4,"39,39966077",39399661,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2017,2017-12-31,5,"30,47619861",30476199,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2018,2018-12-31,6,"23,10967734",23109677,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2019,2019-12-31,7,"22,66849029",22668490,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2020,2020-12-31,8,"22,47816388",22478164,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2021,2021-12-31,9,"22,54948902",22549489,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Warsteiner Brauerei Haus Cramer GmbH & Co KG,million litres,2016,2016-12-31,4,"25,4215998",25421600,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Warsteiner Brauerei Haus Cramer GmbH & Co KG,million litres,2017,2017-12-31,5,"24,25310322",24253103,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Warsteiner Brauerei Haus Cramer GmbH & Co KG,million litres,2018,2018-12-31,6,"23,80898977",23808990,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Warsteiner Brauerei Haus Cramer GmbH & Co KG,million litres,2019,2019-12-31,7,"22,41256387",22412564,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Warsteiner Brauerei Haus Cramer GmbH & Co KG,million litres,2020,2020-12-31,8,"21,535468",21535468,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Warsteiner Brauerei Haus Cramer GmbH & Co KG,million litres,2021,2021-12-31,9,"21,03413756",21034138,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Guangdong Blue Ribbon Group Co Ltd,million litres,2016,2016-12-31,4,"15,14000024",15140000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Guangdong Blue Ribbon Group Co Ltd,million litres,2017,2017-12-31,5,"15,89700069",15897001,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Guangdong Blue Ribbon Group Co Ltd,million litres,2018,2018-12-31,6,"14,30729998",14307300,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Guangdong Blue Ribbon Group Co Ltd,million litres,2019,2019-12-31,7,"13,7376007",13737601,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Guangdong Blue Ribbon Group Co Ltd,million litres,2020,2020-12-31,8,"13,46284778",13462848,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Guangdong Blue Ribbon Group Co Ltd,million litres,2021,2021-12-31,9,"13,27436843",13274368,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Miller Brands Germany GmbH,million litres,2016,2016-12-31,4,"9,898940349",9898940,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Miller Brands Germany GmbH,million litres,2017,2017-12-31,5,"8,114139235",8114139,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Miller Brands Germany GmbH,million litres,2018,2018-12-31,6,"11,10960998",11109610,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Miller Brands Germany GmbH,million litres,2019,2019-12-31,7,"12,39951011",12399510,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Miller Brands Germany GmbH,million litres,2020,2020-12-31,8,"12,55333959",12553340,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Miller Brands Germany GmbH,million litres,2021,2021-12-31,9,"12,09147983",12091480,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2016,2016-12-31,4,"6,400000255",6400000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2017,2017-12-31,5,"4,550000091",4550000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2018,2018-12-31,6,"4,720000298",4720000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2019,2019-12-31,7,"6,373080223",6373080,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2020,2020-12-31,8,"9,303790369",9303790,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2021,2021-12-31,9,"12,01775322",12017753,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2016,2016-12-31,4,"2,410040678",2410041,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2017,2017-12-31,5,"4,317871685",4317872,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2018,2018-12-31,6,"6,14000026",6140000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2019,2019-12-31,7,"6,840000162",6840000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2020,2020-12-31,8,"7,749722609",7749723,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Browary Regionalne Jakubiak Sp zoo,million litres,2021,2021-12-31,9,"9,93592113",9935921,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Kopparbergs Bryggeri AB,million litres,2020,2020-12-31,8,"4,98000015",4980000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Kopparbergs Bryggeri AB,million litres,2021,2021-12-31,9,"7,944960566",7944961,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Van Pur SA,million litres,2016,2016-12-31,4,"2,78808601",2788086,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Van Pur SA,million litres,2017,2017-12-31,5,"4,034685597",4034686,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Van Pur SA,million litres,2018,2018-12-31,6,"5,299956026",5299956,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Van Pur SA,million litres,2019,2019-12-31,7,"6,15386108",6153861,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Van Pur SA,million litres,2020,2020-12-31,8,"6,775899047",6775899,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Van Pur SA,million litres,2021,2021-12-31,9,"7,101349079",7101349,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",million litres,2016,2016-12-31,4,"5,681466066",5681466,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",million litres,2017,2017-12-31,5,"5,801525902",5801526,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",million litres,2018,2018-12-31,6,"6,056944691",6056945,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",million litres,2019,2019-12-31,7,"6,328726821",6328727,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",million litres,2020,2020-12-31,8,"6,533118998",6533119,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",million litres,2021,2021-12-31,9,"6,715696969",6715697,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Matso's Broome Brewery,million litres,2016,2016-12-31,4,"3,030000045",3030000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Matso's Broome Brewery,million litres,2017,2017-12-31,5,"4,730000117",4730000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Matso's Broome Brewery,million litres,2018,2018-12-31,6,"4,84151026",4841510,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Matso's Broome Brewery,million litres,2019,2019-12-31,7,"5,413391024",5413391,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Matso's Broome Brewery,million litres,2020,2020-12-31,8,"6,084780577",6084781,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Matso's Broome Brewery,million litres,2021,2021-12-31,9,"6,685387348",6685387,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2016,2016-12-31,4,"6,199999849",6200000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2017,2017-12-31,5,"7,099999967",7100000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2018,2018-12-31,6,"6,999999824",7000000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2019,2019-12-31,7,"6,580000011",6580000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2020,2020-12-31,8,"6,093080187",6093080,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Beijing Yanjing Brewery Co Ltd,million litres,2021,2021-12-31,9,"6,275872092",6275872,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Kirin Holdings Co Ltd,million litres,2018,2018-12-31,6,"3,426601478",3426601,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Kirin Holdings Co Ltd,million litres,2019,2019-12-31,7,"4,554936591",4554937,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Kirin Holdings Co Ltd,million litres,2020,2020-12-31,8,"5,595159606",5595160,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Kirin Holdings Co Ltd,million litres,2021,2021-12-31,9,"6,149999885",6150000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei Murau eGen,million litres,2016,2016-12-31,4,"5,558486868",5558487,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei Murau eGen,million litres,2017,2017-12-31,5,"5,681689196",5681689,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei Murau eGen,million litres,2018,2018-12-31,6,"5,763057798",5763058,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei Murau eGen,million litres,2019,2019-12-31,7,"5,841342416",5841342,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei Murau eGen,million litres,2020,2020-12-31,8,"5,976319351",5976319,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Brauerei Murau eGen,million litres,2021,2021-12-31,9,"6,112038862",6112039,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Florida Ice & Farm Co SA,million litres,2016,2016-12-31,4,"4,336080012",4336080,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Florida Ice & Farm Co SA,million litres,2017,2017-12-31,5,"4,401530426",4401530,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Florida Ice & Farm Co SA,million litres,2018,2018-12-31,6,"4,474320933",4474321,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Florida Ice & Farm Co SA,million litres,2019,2019-12-31,7,"4,562751648",4562752,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Florida Ice & Farm Co SA,million litres,2020,2020-12-31,8,"4,655024171",4655024,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Florida Ice & Farm Co SA,million litres,2021,2021-12-31,9,"4,757277354",4757277,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Global Brands Ltd,million litres,2016,2016-12-31,4,"0,289999994",290000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Global Brands Ltd,million litres,2017,2017-12-31,5,"0,850000053",850000,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Global Brands Ltd,million litres,2018,2018-12-31,6,"2,054066035",2054066,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Global Brands Ltd,million litres,2019,2019-12-31,7,"3,183802299",3183802,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Global Brands Ltd,million litres,2020,2020-12-31,8,"4,138943014",4138943,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Global Brands Ltd,million litres,2021,2021-12-31,9,"4,649688804",4649689,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2016,2016-12-31,4,"4,175557841",4175558,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2017,2017-12-31,5,"3,82052237",3820522,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2018,2018-12-31,6,"4,191791012",4191791,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2019,2019-12-31,7,"4,383479353",4383479,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2020,2020-12-31,8,"4,562319434",4562319,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Ottakringer GetrÃ¤nke AG,million litres,2021,2021-12-31,9,"4,448290755",4448291,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Perla Browary Lubelskie SA,million litres,2016,2016-12-31,4,"1,984739492",1984739,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Perla Browary Lubelskie SA,million litres,2017,2017-12-31,5,"2,829199963",2829200,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Perla Browary Lubelskie SA,million litres,2018,2018-12-31,6,"3,215992501",3215993,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Perla Browary Lubelskie SA,million litres,2019,2019-12-31,7,"3,670724448",3670724,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Perla Browary Lubelskie SA,million litres,2020,2020-12-31,8,"4,060739857",4060740,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Perla Browary Lubelskie SA,million litres,2021,2021-12-31,9,"4,326451906",4326452,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Zwettl, Privatbrauerei",million litres,2016,2016-12-31,4,"3,128581993",3128582,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Zwettl, Privatbrauerei",million litres,2017,2017-12-31,5,"3,299045242",3299045,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Zwettl, Privatbrauerei",million litres,2018,2018-12-31,6,"3,548151109",3548151,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Zwettl, Privatbrauerei",million litres,2019,2019-12-31,7,"3,782687319",3782687,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Zwettl, Privatbrauerei",million litres,2020,2020-12-31,8,"4,046079677",4046080,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,"Zwettl, Privatbrauerei",million litres,2021,2021-12-31,9,"4,30106454",4301065,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bavaria NV,million litres,2016,2016-12-31,4,"0,097053756",97054,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bavaria NV,million litres,2017,2017-12-31,5,"0,098800726",98801,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bavaria NV,million litres,2018,2018-12-31,6,"2,406070088",2406070,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bavaria NV,million litres,2019,2019-12-31,7,"3,629688779",3629689,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bavaria NV,million litres,2020,2020-12-31,8,"3,563423434",3563423,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Bavaria NV,million litres,2021,2021-12-31,9,"3,289462475",3289462,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Pivovar Steiger Vyhne sro,million litres,2016,2016-12-31,4,"3,189386562",3189387,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Pivovar Steiger Vyhne sro,million litres,2017,2017-12-31,5,"2,99246191",2992462,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Pivovar Steiger Vyhne sro,million litres,2018,2018-12-31,6,"3,005511855",3005512,1,Flavoured/Mixed Lager,Beer
8,Alcoholic Drinks,3,3,Total Volume,Pivovar Steiger Vyhne sro,million litres,2019,2019-12-31,7,"3,072849035",3072849,1,Flavoured/Mixed Lager,Beer
