Location,Industry,Edition,Category_Name,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Unit,Date,Volume,Volume_Litres,Subcategory_Name
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"1,081779779",1082,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"1,301793786",1302,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"1,45601602",1456,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"1,461806247",1462,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"1,453139573",1453,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"1,375937221",1376,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"1,391686474",1392,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"1,324862697",1325,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"1,309909139",1310,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"7,449959267",7450,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"165,5116396",165512,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"187,7157067",187716,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"200,5829968",200583,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"216,6595615",216660,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"143,0995359",143100,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"168,4689431",168469,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"125,7208039",125721,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"113,6597739",113660,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"103,4105446",103411,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"74,3992926",74399,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"58,65455738",58655,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"49,63669403",49637,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"36,23352462",36234,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"23,74872847",23749,RTDs/High-Strength Premixes
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"16,71113865",16711,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"3,675458617",3675,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"4,594764619",4595,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"4,396064979",4396,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"4,652786793",4653,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"3,883077077",3883,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"3,963059109",3963,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"3,942088429",3942,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"4,254932023",4255,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"4,185663466",4186,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"4,517824584",4518,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"4,695757372",4696,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"5,399697628",5400,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"7,555012947",7555,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"7,460343874",7460,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"6,699029612",6699,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"9,120814066",9121,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"9,04951483",9050,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"9,517317753",9517,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"10,58005828",10580,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"10,59277861",10593,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"11,27423196",11274,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"13,69570504",13696,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"14,8370034",14837,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"19,36006202",19360,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"20,06424601",20064,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"22,26309672",22263,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"24,33139758",24331,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"18,29613968",18296,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"17,7762434",17776,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"19,10340824",19103,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"13,78867944",13789,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"13,64399128",13644,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"15,22172236",15222,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"17,3666759",17367,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"17,89944815",17899,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"17,38111198",17381,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"18,079458",18079,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"14,07518137",14075,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"9,896970018",9897,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"11,7916999",11792,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"13,68247229",13682,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"12,5023942",12502,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"12,03816434",12038,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"12,01228766",12012,RTDs/High-Strength Premixes
6,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"12,22671356",12227,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"5,088598649",5089,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"4,927412105",4927,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"4,050475325",4050,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"3,788743573",3789,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"3,39088665",3391,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"3,399077348",3399,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"3,773332337",3773,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"4,001820105",4002,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"4,08791614",4088,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"3,943638069",3944,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"3,679015423",3679,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"3,640191534",3640,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"3,55567503",3556,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"3,644501645",3645,RTDs/High-Strength Premixes
7,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"4,005133794",4005,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"488,1892238",488189,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"458,8866114",458887,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"428,6444346",428644,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"409,1970104",409197,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"412,7647767",412765,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"386,0618585",386062,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"374,1871085",374187,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"341,9073803",341907,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"321,4626536",321463,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"370,5103316",370510,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"292,337014",292337,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"302,2182293",302218,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"291,9167647",291917,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"297,0063446",297006,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"296,2998968",296300,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"55,51013372",55510,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"57,38878468",57389,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"59,4053149",59405,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"62,28152581",62282,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"67,59559833",67596,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"74,62565278",74626,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"67,75448192",67754,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"67,28248069",67282,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"67,08701206",67087,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"59,22330018",59223,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"39,8921668",39892,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"32,76755082",32768,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"25,27059347",25271,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"21,26187548",21262,Spirits
3,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"19,16619995",19166,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"25,88640652",25886,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"26,65677648",26657,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"31,78495908",31785,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"33,91203132",33912,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"33,64982049",33650,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"36,37628871",36376,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"33,92462317",33925,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"32,97041808",32970,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"31,61041017",31610,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"31,3253402",31325,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"29,33363928",29334,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"26,87879206",26879,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"26,51435702",26514,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"25,64777361",25648,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"25,38083362",25381,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"33,46340854",33463,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"31,84454723",31845,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"31,19709319",31197,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"31,73254245",31733,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"29,87194141",29872,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"29,84449746",29844,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"34,53303436",34533,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"37,28778765",37288,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"41,57616432",41576,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"44,40862373",44409,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"46,16207649",46162,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"49,01507402",49015,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"52,91620867",52916,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"56,00227799",56002,Spirits
5,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"59,93187075",59932,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"13,82895254",13829,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"13,53445588",13534,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"13,47094044",13471,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"12,85493272",12855,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"13,27910114",13279,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"10,92934408",10929,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"10,98760586",10988,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"10,50524132",10505,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"10,55909094",10559,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2016-12-31,"10,60414586",10604,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2017-12-31,"10,98433085",10984,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2018-12-31,"11,08794767",11088,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2019-12-31,"11,60929575",11609,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2020-12-31,"12,23131533",12231,Spirits
6,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2021-12-31,"12,96235696",12962,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2007-12-31,"24,86353036",24864,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2008-12-31,"22,83771407",22838,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2009-12-31,"24,31652553",24317,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2010-12-31,"25,72862325",25729,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2011-12-31,"25,49667803",25497,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2012-12-31,"22,62028758",22620,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2013-12-31,"22,59464248",22595,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2014-12-31,"22,68230236",22682,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Other Grocery Retailers,3,000 litres,2015-12-31,"21,14089821",21141,Spirits
